PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
09lOk,Q7/5pk1/B3p1p1/2p5/4P2K/P4P2/1P4qP/8 w - - 0 38,a8b8 g6g5 h4h5 g2h3 h5g5 f7f6 g5f4 h3h2 f4e3 h2b8,2109,75,68,193,crushing endgame interference master skewer veryLong,https://lichess.org/7bo2Y3Vv#75,
09lPv,1k1r4/ppp2p2/2p2Q2/8/4qP2/5N2/8/5R1K b - - 3 26,e4e2 f6d8,886,126,11,22,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/YuMIes29/black#52,
09lRd,4rn2/8/ppp1pB1k/5P2/2PPR3/8/P2K4/8 b - - 0 33,f8h7 e4h4,845,86,83,341,endgame mate mateIn1 oneMove,https://lichess.org/qFUMRr2S/black#66,
09lTC,4r1k1/4qpp1/4p1p1/p2pPbN1/1p1P3Q/1P6/P4PPP/4R1K1 b - - 1 26,f7f6 h4h7 g8f8 h7h8,910,82,100,75,endgame kingsideAttack mate mateIn2 short,https://lichess.org/N2FEdvgF/black#52,
09lTp,6k1/5pp1/2b1p2p/1qp1b3/1P6/P3P2P/2QR1PP1/6K1 b - - 0 28,c5b4 d2d8 c6e8 a3a4 b5d7 d8d7,2345,75,79,257,crushing endgame long,https://lichess.org/0uqhbBhF/black#56,
09lai,6k1/8/3Q3p/3p2p1/8/1P3q1K/2P3RP/8 w - - 0 30,d6g3 f3h5 g3h4 h5h4,1661,76,89,689,endgame mate mateIn2 short,https://lichess.org/Bw0IjsnW#59,
09lis,r3r3/5kbR/2p2qp1/p3n3/1p2P1n1/4B1N1/PPPQBP2/5K1R w - - 5 25,e3g5 f6f2,1175,161,87,50,mate mateIn1 middlegame oneMove,https://lichess.org/dMCLvOkk#49,
09lqI,2kr3r/pp3pp1/4p1p1/nP1p4/3P1qP1/2P2N1P/P4PK1/R2QR3 w - - 0 19,f3e5 h8h3 e1h1 h3h1,2128,76,90,301,crushing master middlegame short,https://lichess.org/PMxcodhg#37,Alekhine_Defense Alekhine_Defense_Samisch_Attack
09lrW,2Q5/1p3kp1/p4n1p/3q4/4p3/1P2N1P1/r4P1P/5RK1 b - - 5 36,d5b3 f1c1 a2d2 c1c7,2157,103,85,43,crushing endgame quietMove short,https://lichess.org/iEDQ43qi/black#72,
09lre,8/1pq2k1p/p1p3n1/3p4/P2P2P1/2P1R2P/8/R5K1 b - - 2 27,c7f4 a1f1 f4f1 g1f1,1080,76,96,1984,crushing endgame pin short,https://lichess.org/iKPFvmsb/black#54,
09ltI,r2q3r/1ppkb1pp/p1np4/3B1bB1/8/5N2/PPP1QPPP/R3K2R w KQ - 1 12,g5e7 d8e7 d5c6 b7c6 e2e7 d7e7,1529,355,100,4,equality long middlegame,https://lichess.org/QscwEvkv#23,
09lvW,8/1p6/2pR4/5R1p/4P2P/6P1/1r2kPK1/r7 w - - 1 48,d6f6 b2b1 g3g4 b1g1 g2h2 h5g4,2668,103,52,58,crushing endgame long quietMove rookEndgame,https://lichess.org/rgHUCskG#95,
09lzX,1qb2rk1/4bpp1/2pNp2p/2B1P3/2Q5/6P1/5P1P/3R2K1 b - - 3 25,e7d6 c5d6 f8d8 d6b8 d8d1 g1g2,1009,75,97,2841,advantage fork long middlegame,https://lichess.org/kA2MXgyw/black#50,
09m1d,rn1r1k2/1p3ppp/p1pq1p2/3B4/3P4/2P3P1/PP2QP1P/1K2R1NR b - - 0 16,d6d5 e2e7 f8g8 e7e8 d8e8 e1e8,996,84,92,2007,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/oMEs6j11/black#32,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
09m48,rn2k2r/1p2ppb1/p1p4p/4P2P/2P1Nqp1/P7/1P2Q1P1/1K1R2NR b kq - 1 18,g7e5 d1f1 f4f1 e2f1,2269,76,94,1889,crushing middlegame short trappedPiece,https://lichess.org/CFrQNMh8/black#36,Anderssens_Opening Anderssens_Opening_Other_variations
09m4A,8/8/6k1/5p1p/7P/5KP1/8/8 b - - 3 62,g6f6 f3f4 f6e6 f4g5 e6e5 g5h5 e5f6 h5h6 f5f4 g3f4,1613,76,94,1527,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/NcBZbOIu/black#124,
09m7m,r4k2/3R1ppp/1Bp3b1/8/8/PBb2P1P/6P1/6K1 b - - 0 27,a8a3 b6c5 f8e8 d7e7 e8d8 c5a3,1680,75,98,118,advantage endgame fork long,https://lichess.org/OTHF6WT9/black#54,
09m80,r7/8/1pkPBK2/5p2/1RP2P2/6P1/p7/Rb2r3 w - - 0 43,e6f5 a8f8 f6g7 f8f5 a1a2 b1a2,1513,74,90,755,crushing deflection endgame long skewer,https://lichess.org/PZuuwibs#85,
09m8J,1rb3rk/2q2p1Q/5Pp1/2Bpn1P1/ppP2R2/3P3P/1P2B3/1R4K1 b - - 0 30,h8h7 f4h4,650,102,100,27,master mate mateIn1 middlegame oneMove,https://lichess.org/qMOQl5Qy/black#60,
09mHi,r4rk1/3qbppp/b1n1p3/pN1pP3/1p1P4/3Q4/P1BB1PPP/2R2RK1 b - - 7 18,c6d4 d3h7,810,82,100,64,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/CNU745RN/black#36,Sicilian_Defense Sicilian_Defense_Wing_Gambit
09mKK,rnb1rbk1/p4p1p/2p3p1/3p1P2/1p1q1B2/3B2Q1/PPP3PP/R2N1R1K b - - 3 20,b8d7 f5g6 h7g6 d3g6 f7g6 g3g6 d4g7 g6e8,1574,114,88,26,advantage fork middlegame veryLong,https://lichess.org/u3Acs9YH/black#40,
09mP5,8/pb1q3k/1p1N1Q1p/2p5/3p4/PP1P4/2P2KP1/8 b - - 9 39,b7d5 d6f5 d7f7 f6h6,1737,76,93,2176,crushing endgame short,https://lichess.org/3AgKkbmA/black#78,
09mPQ,r3r1k1/3b1pp1/2pq1n1p/p1Np4/1PP2P2/P2B4/3Q2PP/R3R1K1 b - - 0 20,d5c4 d3h7 g8h7 d2d6 e8e1 a1e1,1449,76,92,4160,crushing discoveredAttack long middlegame,https://lichess.org/ejpyxtAp/black#40,
09mRO,r4r1k/p3NppQ/4n3/4R3/q7/1N4P1/P4PKP/5R2 b - - 0 28,h8h7 e5h5,688,98,94,1830,anastasiaMate master mate mateIn1 middlegame oneMove,https://lichess.org/2gpEvkMd/black#56,
09mTk,4r3/2q3pk/R4pp1/2p5/3p4/1P1Q2PP/P1P3PK/8 w - - 1 32,a2a4 e8e3 d3e3 d4e3,1245,77,85,112,advantage endgame short,https://lichess.org/PTEeniiY#63,
09mYz,8/p2k2pp/2r1p3/8/8/4b3/Pr4PP/RN2R1K1 w - - 0 21,e1e3 c6c1 e3e1 c1e1,908,94,100,23,endgame mate mateIn2 short,https://lichess.org/yYDK65Fo#41,
09mZ8,k6R/Pp6/8/b1B2q2/3Pp3/4P3/4r3/3K4 b - - 1 44,a5d8 h8d8 f5c8 d8c8,556,99,82,616,endgame hangingPiece master mate mateIn2 short,https://lichess.org/2Aoilpce/black#88,
09mZt,r2b2k1/pppr1p2/5p1p/3N1b2/2B5/8/PPP2PPP/2KR3R w - - 2 17,d5f6 d8f6 d1d7 f5d7,1039,76,82,137,crushing hangingPiece middlegame short,https://lichess.org/eAnpyzEa#33,Scotch_Game Scotch_Game_Other_variations
09mbq,8/2k2p2/4p2p/3pN1p1/3P3n/2PQ1r2/q6P/4R2K w - - 0 29,e5f3 a2g2,887,76,100,241,endgame mate mateIn1 oneMove,https://lichess.org/dhirTLPH#57,
09mjW,r4rk1/5ppn/4pb1p/pq1p4/3P4/1P2PNB1/PQ3PPP/2R2RK1 w - - 0 20,c1c5 b5c5 d4c5 f6b2,1560,74,97,9591,crushing middlegame short,https://lichess.org/sXOGuj06#39,
09mlE,8/4B3/1p2p3/8/6kP/2P1Kp2/8/8 w - - 4 41,e7g5 g4g3 e3e4 f3f2,1283,76,94,932,advancedPawn bishopEndgame crushing endgame short,https://lichess.org/GJn2t82c#81,
09mo1,rn3r2/pp2b2k/2p4p/5R2/3P4/2N5/PPP3PP/5RK1 b - - 1 19,b8d7 f5f7 f8f7 f1f7 h7g8 f7e7,1049,76,93,1632,crushing fork long middlegame,https://lichess.org/CuzvaGaV/black#38,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Teichmann_Variation
09mu0,r1bqr1k1/1pp2p2/2np4/p5B1/1bBPn3/P1N4P/1P3PP1/R2QK2R w KQ - 0 15,g5d8 e4c3 e1f1 c3d1,1143,77,94,3768,advantage discoveredAttack middlegame short,https://lichess.org/bH8DpL5K#29,Italian_Game Italian_Game_Classical_Variation
09mwQ,r3kb1r/1b4pp/1n2p1q1/p3B3/Pp1P4/1P3N2/4BPPP/R2Q1RK1 w kq - 0 18,f3d2 g6g2,504,94,100,275,opening,https://lichess.org/H46vtv6u#35,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation
09n2T,8/1R1Pk3/p3P3/8/2P1p3/1P6/3r3P/7K w - - 1 41,b7b6 e4e3 b6b8 e3e2 b8e8 e7f6 d7d8q d2d8,1777,75,93,349,advancedPawn advantage endgame rookEndgame veryLong,https://lichess.org/89MzuIIB#81,
09nQI,6k1/8/4p2p/2b1P3/1p6/5qNp/PR1Q3B/6K1 w - - 3 36,d2f2 f3g2,2080,77,95,16376,endgame mate mateIn1 oneMove pin,https://lichess.org/DsZLWBKA#71,
09nRA,3R4/p3kppp/b3p3/8/8/2N5/PPP2qP1/1K1R4 b - - 4 24,e7f6 c3e4 f6g6 e4f2,829,102,92,701,crushing endgame fork short,https://lichess.org/AjtqAJ70/black#48,
09nRR,5rk1/5p1p/2Q2bp1/3p4/2pP3N/2q3P1/3N1PP1/4R1K1 b - - 0 26,c3d2 h4f3 d2e1 f3e1,1856,74,84,116,advantage endgame short,https://lichess.org/FMOmKYM5/black#52,
09nV9,r4rk1/pp5p/4p1p1/3b2N1/P2q1P2/6PQ/5R1P/2R3K1 b - - 10 30,a8e8 h3h7,816,76,61,157,mate mateIn1 middlegame oneMove,https://lichess.org/6T5ifgQh/black#60,
09nYt,2r3k1/pp6/3p2pp/3P1q2/7n/2B5/PP3P1P/3Q1R1K w - - 3 25,d1d4 f5f3 h1g1 f3g2,1300,212,-5,5,endgame mate mateIn2 short,https://lichess.org/SALvIQJf#49,
09nae,r1bq1rk1/6pn/p3p2p/1p1pPp2/2pP1QPb/2P1P3/PPBN2KP/R1B2R2 b - - 1 18,f5g4 c2h7 g8h7 f4f8 d8f8 f1f8,1447,74,93,2742,advantage kingsideAttack long middlegame,https://lichess.org/FtOBWTa2/black#36,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
09nam,8/1Q2b1k1/p3Prp1/3p1P2/1p2q3/6R1/P4R2/6K1 b - - 12 38,f6e6 f5e6 e4e1 g1g2,1802,75,83,478,crushing defensiveMove endgame pin short,https://lichess.org/jD9OGER7/black#76,
09nfc,r1bq2k1/pppn2p1/4p1Qp/4P1b1/3P4/2PB4/P1P3PP/5RK1 b - - 0 15,d7f8 g6f7 g8h8 f7f8 d8f8 f1f8,2030,77,95,6435,deflection kingsideAttack long mate mateIn3 middlegame,https://lichess.org/d65b5kxY/black#30,Rat_Defense Rat_Defense_Antal_Defense
09nhq,2kr3r/1p3pp1/p1p5/3p4/N6p/bP1nPP1P/P2P1P1B/R4RK1 b - - 1 19,f7f5 a4b6,903,121,38,15,mate mateIn1 middlegame oneMove,https://lichess.org/EriNurSB/black#38,
09nhz,3rr3/p4ppk/bp2p3/4q3/6Q1/5N2/P4PKP/3R2R1 b - - 5 22,a6b7 g4h4 h7g8 d1d8 e8d8 h4d8,2099,80,89,5695,advantage long middlegame,https://lichess.org/MdlWlT8k/black#44,
09nkD,1n1q1rk1/1b2bpp1/2p1pN1p/4P3/1p1P4/3Q1N2/1PB2PPP/5RK1 b - - 5 18,e7f6 d3h7,1026,218,54,18,mate mateIn1 middlegame oneMove,https://lichess.org/jnw9HOvx/black#36,Semi-Slav_Defense Semi-Slav_Defense_Accelerated_Move_Order
09nvK,3r3k/p2N1R2/1p5p/2p1P1p1/P7/1Pr5/6PK/8 b - - 0 38,h8g8 e5e6 d8d7 e6d7 g8f7 d7d8q,2175,78,92,3336,advancedPawn advantage endgame long promotion,https://lichess.org/stAirNMq/black#76,
09ny2,r2q1rk1/1b3pp1/p1np1b1p/1p1Np3/3PP3/P2Q1N1P/1PB2PP1/R3R1K1 b - - 0 18,c6d4 f3d4 b7d5 e4d5,1873,75,88,257,advantage master middlegame short,https://lichess.org/FRsEad5b/black#36,Ruy_Lopez Ruy_Lopez_Closed
09o35,8/1b2rpkp/p5p1/3P3n/1r5q/2N4P/1PP1N1PQ/4RR1K w - - 0 33,d5d6 e7e3 h1g1 h5f4,2586,83,83,69,advantage master middlegame short,https://lichess.org/rB0uUDBO#65,
09o3s,3r2k1/1p3ppp/p2Nr3/2pQ4/4P1q1/4K3/PP3PP1/R1BR4 w - - 5 24,d5c5 g4d1 c1d2 d1a1,2030,76,88,1090,crushing hangingPiece middlegame short,https://lichess.org/piWx8eIp#47,
09o6K,8/1pQ3bk/p2pN1p1/3Pp3/1q2P3/4B3/P1K1b3/8 b - - 7 32,b4e4 c2b2 e4b4 b2a1,2164,87,72,39,crushing defensiveMove endgame short,https://lichess.org/6K9Rk1MD/black#64,
09o7B,2r4k/7p/p3q3/3p1r2/pB3pQ1/1P1B2p1/P1PP2P1/5RK1 b - - 5 32,e6h6 g4h3 h6h3 g2h3,2347,121,45,25,advantage middlegame short,https://lichess.org/Gp0wLE6l/black#64,
09o9f,8/5p1k/4p1pp/1R2n3/3q4/5Q1P/P5PK/8 w - - 0 43,f3f6 e5g4 h3g4 d4f6,1498,75,84,58,crushing discoveredAttack endgame short,https://lichess.org/5z2oZCGC#85,
09oA9,2Rqk2r/3bbpp1/pn2p2p/1p1pP3/1P1n4/PQ2BN1P/3NBPP1/4K2R b Kk - 0 17,d4b3 c8d8 e7d8 d2b3,1486,98,71,28,advantage intermezzo middlegame short,https://lichess.org/JnHNexzd/black#34,Sicilian_Defense Sicilian_Defense_Other_variations
09oCO,8/8/7p/pp2k1p1/3p2P1/PP1K3P/2P5/8 w - - 0 32,a3a4 b5a4 b3a4 e5d5,2114,80,91,1245,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/XiXtpCwS#63,
09oCo,1r2r3/4pRbk/p2pP1p1/q1p3Bp/4P2P/2NQ4/p5P1/K4R2 w - - 2 27,g5e7 a5a3 f7g7 h7h8 d3d2 b8b1,3142,138,90,1857,advantage defensiveMove long middlegame sacrifice,https://lichess.org/JM2ME4Lo#53,
09oLy,5r2/ppr3k1/4Rb2/5Rp1/1PP3P1/1K6/P7/8 b - - 4 40,c7e7 f5f6 e7e6 f6e6,1649,74,90,2058,advantage endgame master short,https://lichess.org/aS4Qapji/black#80,
09oW2,5rk1/1p3ppp/1p1b3q/1P1N4/2QP2b1/P7/1BPK1RP1/R7 w - - 6 26,d2c3 f8c8 c4c8 g4c8,1396,102,33,39,advantage middlegame pin short,https://lichess.org/F5B5nhMv#51,
09oaI,rn3rk1/pbpp3p/1p2pqpQ/4N3/2B1nP2/P7/1PP3PP/RN3RK1 b - - 0 13,d7d6 f4f5 f6e5 c4e6 e5e6 f5e6,2618,91,90,754,advantage kingsideAttack long middlegame sacrifice,https://lichess.org/12OmccXC/black#26,French_Defense French_Defense_Other_variations
09oaf,4r2k/pp2b1p1/2q2n1p/2P2B2/1PQ2B2/6PP/P7/4R1K1 w - - 2 28,f5g6 e7c5 b4c5 e8e1,1052,75,95,4335,crushing discoveredAttack middlegame short,https://lichess.org/Xv8jjfBa#55,
09ocU,3qk1nr/p1pb1ppp/4p3/1r1Pn3/1Q2P3/2N5/PP3PPP/R1B1K1NR w KQk - 0 11,c3b5 e5d3 e1f1 d3b4,1052,81,85,349,crushing fork opening short,https://lichess.org/F5OlKLus#21,Queens_Gambit_Accepted Queens_Gambit_Accepted_Saduleto_Variation
09od5,8/8/pb4p1/8/2N3Pk/7P/6K1/8 b - - 6 41,b6c5 c4d2 h4g5 d2e4 g5f4 e4c5,2277,83,90,213,crushing endgame fork long quietMove,https://lichess.org/SNOEcwp1/black#82,
09oid,rnb1k1nr/ppp1bppp/3q4/1N6/3P4/5N2/PPp1QPPP/R1B1R1K1 b kq - 2 10,d6d7 f3e5 d7d8 e2c4,2312,77,91,4104,advantage opening short,https://lichess.org/MUmll7ae/black#20,Elephant_Gambit Elephant_Gambit_Other_variations
09ojF,1r4k1/4p2p/4R1p1/1Q1p4/3P1bPP/2P2P2/qP3BK1/8 w - - 1 31,b5c5 b8b2 c5c8 g8f7 e6f6 f7f6,1952,75,91,475,crushing endgame long,https://lichess.org/9Lq4e1jx#61,
09ok6,8/2rk2p1/Q1pq1p2/3p4/3P3p/8/P5P1/4R1K1 b - - 2 35,d6g3 a6e2 g3e1 e2e1,1573,74,87,463,advantage endgame quietMove short,https://lichess.org/slt91xCD/black#70,
09ol7,6k1/1bq2p1p/p3p1p1/1p1n4/3QN3/P3P2P/1P3PP1/1B4K1 w - - 3 29,e4c5 e6e5 d4e4 c7c5,1675,76,92,527,advantage endgame master masterVsMaster short,https://lichess.org/57AVTStx#57,
09orT,1q3k2/5p2/R2nb3/4Q2p/3pP3/1pbB4/5PP1/6K1 b - - 0 44,b3b2 e5h8 f8e7 h8b8,1469,76,87,3116,crushing master middlegame short skewer,https://lichess.org/o5Stzrys/black#88,
09ore,8/8/5pkp/4r3/6PK/5R1P/8/8 w - - 10 52,f3f5 e5f5 g4f5 g6f5,898,80,89,58,crushing endgame master rookEndgame short,https://lichess.org/YmuvJmVo#103,
09oym,8/1p6/p1p3pp/P2p2k1/1P1P4/2P2PK1/6P1/8 w - - 2 41,g3f2 g5h4 g2g3 h4h3,2181,128,14,17,advantage defensiveMove endgame master pawnEndgame short,https://lichess.org/TlONRGXQ#81,
09p0V,4qk2/4bppp/8/3QN3/1p6/2p3P1/5P1P/6K1 b - - 7 39,f7f6 e5d7 e8d7 d5d7,1156,78,93,4496,advantage endgame short,https://lichess.org/koyMUHhi/black#78,
09p8L,8/R7/5p2/P5p1/4r3/4r1k1/6P1/3R2K1 w - - 16 42,a7f7 e3e1 d1e1 e4e1,469,92,100,793,endgame mate mateIn2 rookEndgame short,https://lichess.org/R8ECSwRC#83,
09pJk,4r1k1/pp3p1p/5Q2/7q/5R2/2P5/PP3PP1/6K1 w - - 9 36,g2g4 e8e1 g1g2 h5h1 g2g3 e1g1,1138,81,88,1175,endgame long mate mateIn3,https://lichess.org/nvf4IZOH#71,
09pJq,r3k2r/p3qppp/8/2PRP3/5Q2/6P1/Pp4P1/2K4R w kq - 0 23,c1b2 e7b7 b2c3 b7d5,959,83,95,6476,crushing endgame fork short,https://lichess.org/4r5fyx7z#45,
09pMW,7r/1p3p2/1k2p3/1B1pP3/P2P1PP1/8/1r2K2P/7R w - - 1 31,e2e3 h8h3,1129,75,100,102,endgame mate mateIn1 oneMove,https://lichess.org/H5jzlbUf#61,
09pOa,5r2/pp2nr1k/6pp/8/3pBP2/P2Pq3/2Q1N2P/5R1K b - - 1 29,e7f5 f1f3 e3f3 e4f3,1709,73,96,19829,advantage master middlegame short trappedPiece,https://lichess.org/O4ItsrkB/black#58,
09pP7,5rk1/p5pp/1pN2p2/8/1P6/8/P4PPP/5K2 b - - 0 28,f8c8 c6e7 g8f7 e7c8,638,81,100,64,crushing endgame fork master short,https://lichess.org/A4tMmU1U/black#56,
09pUE,8/p7/2p2k2/6p1/2NP1r2/2P3RK/PP2r1P1/8 w - - 0 32,g3f3 g5g4 h3g3 g4f3,1881,75,87,1666,crushing endgame fork short,https://lichess.org/bi7As0Nq#63,
09pYF,r2q3k/pb5p/3bp2r/1p1p1pp1/2pP1P2/2P1P3/PPB1QBPP/R5RK w - - 0 22,f4g5 h6h2,816,80,100,314,middlegame,https://lichess.org/gYG49muJ#43,
09pZf,8/p1p5/1k2b3/1p6/P7/1P2Q3/1KP1p3/3q4 b - - 1 39,b6a5 e3a7 a5b4 c2c3,1448,75,100,261,endgame mate mateIn2 short,https://lichess.org/qmGSVmMF/black#78,
09pnA,2r3r1/2pbq2k/1p5p/p1nPB2P/2P1PPp1/6Q1/PPB5/2K3R1 b - - 1 29,c5b7 e5f6 e7f6 e4e5 d7f5 e5f6,1810,75,92,443,advantage attraction discoveredAttack long middlegame sacrifice,https://lichess.org/cHLmQ7aQ/black#58,
09prB,2kr2r1/2q2pQp/3bp3/p2pN3/Pp1P1B2/8/1PP2PPP/5RK1 w - - 1 20,g7f7 c7f7 e5f7 d6f4,1916,118,54,12,advantage capturingDefender middlegame short,https://lichess.org/1nSwQ2N7#39,
09psW,1k1r4/pp3pp1/1b6/5Q2/3P1P2/1PB1r1q1/PKR5/7R w - - 1 34,f5f7 e3c3 c2c3 g3g2 b2a3 g2h1,2557,82,93,531,advantage fork long middlegame sacrifice,https://lichess.org/hPuubUVw#67,
09psa,2r2rk1/p4q2/4b1p1/3Bp1Q1/2P2p2/1PN5/P5PP/5R1K b - - 1 38,f7f6 c3e4 f6f7 e4d6,2241,82,83,43,advantage middlegame short,https://lichess.org/cIRtix3d/black#76,
09ptq,5r1k/1pR1Np1p/p3P3/4P1p1/5Bq1/P4nP1/5PK1/7Q b - - 0 28,g5f4 h1h6 f3h4 h6h4 g4h4 g3h4,2140,79,92,85,crushing endgame long,https://lichess.org/r9K4q5LI/black#56,
09puA,8/B6p/3k2p1/2R2p2/P2P4/7b/r4P1P/6K1 w - - 3 33,a4a5 a2a1 c5c1 a1c1,586,107,67,357,endgame mate mateIn2 short,https://lichess.org/CETzQCfA#65,
09pwU,8/2r5/2P5/8/4pp2/7k/2R4P/4K3 w - - 0 47,e1d1 f4f3 d1d2 f3f2 d2e2 e4e3,2394,82,81,112,advancedPawn crushing endgame long rookEndgame zugzwang,https://lichess.org/xYvhECf6#93,
09q0H,5k2/Q7/1p1bp1r1/2p2pp1/2P1bq1p/P3N2P/1P2BPP1/3R2K1 w - - 2 28,a7d7 f4h2 g1f1 h2h1,1005,86,93,373,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/kBIRAzi1#55,
09qHq,r6q/pbpnk1n1/1p1pppQp/6p1/1b1PP3/2NB2B1/PPP2PPP/2KR3R w - - 2 18,c3b5 d7f8 g6g7 h8g7,1572,74,88,294,advantage middlegame short trappedPiece,https://lichess.org/93AO8eb2#35,English_Defense English_Defense_Other_variations
09qL5,8/2p1rpk1/1pp3p1/4n3/2PN3P/1P4R1/P5PK/8 b - - 10 41,c6c5 d4f5 g7f6 f5e7,989,78,95,2316,crushing endgame master pin short,https://lichess.org/UoHs15yx/black#82,
09qMn,r4rk1/p2b1p2/1qp2n1p/3p2p1/3N4/3B2PP/PPP3P1/R2Q1R1K b - - 2 17,b6d4 d3h7 g8h7 d1d4,1023,76,97,2629,crushing discoveredAttack middlegame short,https://lichess.org/8QaqG7Ed/black#34,Scotch_Game Scotch_Game_Schmidt_Variation
09qP7,r4r2/p1q3k1/2p1Qn1p/1p4p1/3B1b2/2N4P/PP4P1/R4BK1 b - - 2 21,a8e8 d4f6 f8f6 e6e8,1103,76,93,6831,advantage middlegame short,https://lichess.org/NZkDxNuV/black#42,
09qU9,rn3rk1/1pp3B1/p3R3/3P4/1q4n1/2N5/PP3KPP/R2Q4 w - - 1 20,f2g1 b4f4 g7f8 f4h2 g1f1 h2h1 f1e2 h1g2 e2d3 g4f2,2403,105,78,38,advantage deflection kingsideAttack middlegame sacrifice veryLong,https://lichess.org/hDcUEq6j#39,
09qUW,8/8/8/1p6/1ppkn2R/1P6/2P1p3/4K3 b - - 1 69,d4c3 h4e4 c4b3 c2b3,1527,75,78,239,crushing endgame hangingPiece master short,https://lichess.org/7lcmuxO5/black#138,
09qUl,r1b1k2r/pp3ppp/4p3/8/2P1n2B/Pn6/1K4PP/3R1BNR b kq - 3 14,b3c5 d1d8,458,81,68,83,master mate mateIn1 middlegame oneMove,https://lichess.org/KR3eZtUz/black#28,Nimzo-Indian_Defense Nimzo-Indian_Defense_Kmoch_Variation
09qeU,2r5/5k2/3p4/p1r1p3/4P1P1/Pq6/2P2Q1R/2K5 b - - 1 30,f7e8 h2h8 e8d7 f2f5 b3e6 h8h7,2193,76,90,798,crushing endgame exposedKing long,https://lichess.org/VMNAfTo0/black#60,
09qfQ,5r1k/PQN2q2/3p3p/4pn2/8/2PP4/5bPp/R4R1K w - - 0 33,f1f2 f5g3 h1h2 f7h5 h2g1 h5h1,2188,81,88,199,long master mate mateIn3 middlegame,https://lichess.org/mF8q7PVi#65,
09qk6,2r2rk1/p3pp1p/1p4p1/1Qn5/4PB2/2q2P2/P5PP/2R2R1K b - - 3 23,c3d3 c1c5 d3b5 c5b5,1767,74,85,149,crushing master masterVsMaster middlegame short,https://lichess.org/ERoMFtOH/black#46,
09qlE,2r1R2Q/1p3pp1/p4k2/8/5n2/3q3b/PP3PP1/RN4K1 w - - 0 26,e8c8 d3d1 g1h2 d1g4 h8h3 f4h3,2460,79,81,202,advantage long middlegame,https://lichess.org/mdMpTSjF#51,
09quc,4rk2/3Rbq2/7p/1p3p1P/1P4Q1/2P5/4R1P1/7K w - - 0 39,g4f4 f7h5 h1g1 h5e2 f4f5 f8g7,1932,85,81,62,advantage defensiveMove endgame fork long,https://lichess.org/dsyvZyVS#77,
09qzY,r5k1/pb1q1p2/1p3Pp1/4rNQp/2pp2n1/P1P5/2B3PP/R1B2RK1 w - - 0 24,h2h3 d7c6 c2e4 c6e4 a1a2 e5f5 f1f5 e4f5,2169,87,79,60,advantage middlegame veryLong,https://lichess.org/owJhq9Lz#47,
09r4E,2rR2k1/5pp1/2r1b2p/1p6/8/2p3BP/1P3PP1/1B1R2K1 b - - 1 27,c8d8 d1d8,588,98,78,344,endgame mate mateIn1 oneMove,https://lichess.org/f6eo63sI/black#54,
09r7o,r5k1/5rp1/p1p1P2p/1p2P3/7B/P5QP/2q1n1PK/3R1R2 b - - 2 27,e2g3 e6f7 g8f8 h4g3,1682,74,87,578,advancedPawn advantage intermezzo middlegame short,https://lichess.org/RELo1jXC/black#54,
09rCC,8/8/8/8/8/6KQ/5p2/6k1 b - - 25 67,f2f1q h3h2,1103,76,71,144,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/nstmr6IK/black#134,
09rG0,r4rkR/2qb2p1/p1n1pp2/1pPp2N1/1P6/1NP1P1P1/P4PP1/R2QK3 b Q - 1 16,g8h8 d1h5 h8g8 h5h7,883,79,86,255,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/TbsNZLjg/black#32,Queens_Pawn_Game Queens_Pawn_Game_London_System
09rKQ,5r1k/p1p4p/1p2Q3/3pP3/3Pp3/1NP1n1qP/PP2R1P1/6K1 w - - 1 28,e6e7 f8f1,1092,76,97,3066,endgame mate mateIn1 oneMove,https://lichess.org/QkyHFulq#55,
09rKc,r4rk1/1p3ppp/1q1bbn2/p1p1p1NB/3nP2N/P2P4/1PPB1PPP/1R1QK2R w K - 5 15,c2c3 e6b3 c3d4 b3d1,1826,74,86,1466,advantage middlegame short,https://lichess.org/YJJikkYX#29,Sicilian_Defense Sicilian_Defense_Closed
09rQA,8/1r6/2PK4/3Pp3/4k3/8/8/8 b - - 0 61,b7b4 d6c5 b4d4 c6c7,2323,76,92,1750,advancedPawn advantage endgame master rookEndgame short,https://lichess.org/H9TyAScB/black#122,
09rQp,3r4/5p2/2k1p2p/6r1/4PQ2/5P2/2q3PP/RR5K w - - 2 31,b1c1 d8d1 c1d1 c2g2,1262,74,97,18286,endgame mate mateIn2 sacrifice short,https://lichess.org/uhSlFMZu#61,
